GID	GENE_NAME	TYPE	ASPGD_ID	DESCRIPTION	KEGG_ID	NCBI_ID
AN6667	AN6667	ORF|Uncharacterized	ASPL0000000581	Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	AN6667.2	2870453
AN6668	AN6668	ORF|Uncharacterized	ASPL0000005586	Ortholog of A. niger CBS 513.88 : An11g05480, Aspergillus wentii : Aspwe1_0172730, Aspergillus versicolor : Aspve1_0201494 and Aspergillus niger ATCC 1015 : 47987-mRNA	AN6668.2	2870450
AN6669	mstC	ORF|Verified	ASPL0000001410	High-affinity glucose transporter active in germinating conidia	AN6669.2	2870454
AN6670	AN6670	ORF|Uncharacterized	ASPL0000002879	Ortholog of A. nidulans FGSC A4 : AN6456, A. fumigatus Af293 : Afu6g00570, Aspergillus versicolor : Aspve1_0062160, Aspergillus fumigatus A1163 : AFUB_096920 and Aspergillus clavatus NRRL 1 : ACLA_004220	AN6670.2	2870457
AN6671	AN6671	ORF|Uncharacterized	ASPL0000007872	Protein of unknown function	AN6671.2	2870458
AN6672	AN6672	ORF|Uncharacterized	ASPL0000003852	Ortholog of A. fumigatus Af293 : Afu4g00380, A. niger CBS 513.88 : An02g13650, Neosartorya fischeri NRRL 181 : NFIA_045260, Aspergillus wentii : Aspwe1_0119957 and Aspergillus versicolor : Aspve1_0052258	AN6672.2	2870459
AN6673	afcB	ORF|Uncharacterized	ASPL0000008702	Putative alpha-fucosidase	AN6673.2	2870461
AN6674	AN6674	ORF|Uncharacterized	ASPL0000004759	Ortholog of A. oryzae RIB40 : AO090005000271, Neosartorya fischeri NRRL 181 : NFIA_026440, Aspergillus wentii : Aspwe1_0035388 and Aspergillus versicolor : Aspve1_0154959	AN6674.2	2870463
AN6675	AN6675	ORF|Uncharacterized	ASPL0000000577	Ortholog(s) have methylated histone binding activity, role in histone acetylation and NuA3 histone acetyltransferase complex, NuA3a histone acetyltransferase complex, NuA3b histone acetyltransferase complex localization	AN6675.2	2870462
AN6676	AN6676	ORF|Uncharacterized	ASPL0000005578	Has domain(s) with predicted nucleic acid binding, nucleotide binding activity	AN6676.2	2870465
AN6677	AN6677	ORF|Uncharacterized	ASPL0000001398	Ortholog(s) have histone methyltransferase activity (H3-K4 specific) activity, role in chromatin silencing at telomere, histone H3-K4 methylation and Set1C/COMPASS complex localization	AN6677.2	2870464
AN6678	AN6678	ORF|Uncharacterized	ASPL0000006465	Ortholog(s) have role in interstrand cross-link repair	AN6678.2	2870466
AN6679	AN6679	ORF|Uncharacterized	ASPL0000002296	Ortholog(s) have small ribosomal subunit rRNA binding, structural constituent of ribosome activity and role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	AN6679.2	2870467
AN6680	gprM	ORF|Uncharacterized	ASPL0000003836	Putative G-protein coupled receptor	AN6680.2	2870460
AN6681	AN6681	ORF|Uncharacterized	ASPL0000008688	Putative U2 auxillary factor (U2AF), large subunit	AN6681.2	2870469
AN6682	AN6682	ORF|Uncharacterized	ASPL0000004747	Ortholog(s) have oxidized purine nucleobase lesion DNA N-glycosylase activity and role in DNA repair, base-excision repair, AP site formation, error-free translesion synthesis, telomere maintenance via telomerase	AN6682.2	2870455
AN6683	AN6683	ORF|Uncharacterized	ASPL0000000561	Ortholog of A. nidulans FGSC A4 : AN8537, AN5260, A. fumigatus Af293 : Afu4g06200 and A. niger CBS 513.88 : An12g04370, An11g06510, An14g01260	AN6683.2	2870471
AN6684	AN6684	ORF|Uncharacterized	ASPL0000005568	Has domain(s) with predicted DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization	AN6684.2	2870468
AN6685	AN6685	ORF|Uncharacterized	ASPL0000001392	Ortholog(s) have role in actin filament bundle organization, cellular bud site selection, hyphal growth, positive regulation of establishment of bipolar cell polarity regulating cell shape	AN6685.2	2870472
AN6686	AN6686	ORF|Uncharacterized	ASPL0000006461	Has domain(s) with predicted aspartic-type endopeptidase activity and role in proteolysis	AN6686.2	2870470
AN6687	AN6687	ORF|Uncharacterized	ASPL0000002272	Ortholog(s) have role in cellular protein localization, cellular response to starvation, chromatin silencing at centromere, chromatin silencing at silent mating-type cassette and filamentous growth, more	AN6687.2	2870474
AN6688	aspB	ORF|Verified	ASPL0000007244	Putative septin B; localizes to septa during early septum formation and to branch points during vegetative growth; localizes to the vesicle/metula, the metula/phialide and the phialide/conidium interfaces during conidiophore development	AN6688.2	2870475
AN6689	AN6689	ORF|Uncharacterized	ASPL0000003165	Ortholog(s) have role in endoplasmic reticulum tubular network membrane organization, nuclear envelope organization, nuclear pore distribution, nuclear pore organization, spindle pole body localization to nuclear envelope	AN6689.2	2870477
AN6690	AN6690	ORF|Uncharacterized	ASPL0000004741	Ortholog(s) have magnesium ion transmembrane transporter activity, role in magnesium ion export from mitochondrion, magnesium ion transport and mitochondrial inner membrane localization	AN6690.2	2870478
AN6691	AN6691	ORF|Uncharacterized	ASPL0000000529	Ortholog of Aspergillus glaucus : Aspgl1_0117884, Neosartorya fischeri NRRL 181 : NFIA_005070, Aspergillus versicolor : Aspve1_0043949 and Aspergillus sydowii : Aspsy1_1018177	AN6691.2	2870473
AN6692	AN6692	ORF|Uncharacterized	ASPL0000005552	Protein of unknown function	AN6692.2	2870482
AN6693	AN6693	ORF|Uncharacterized	ASPL0000001375	Protein of unknown function; transcript repressed by nitrate	AN6693.2	2870480
AN6694	AN6694	ORF|Uncharacterized	ASPL0000006457	Ortholog(s) have role in DNA-dependent DNA replication maintenance of fidelity and Ctf18 RFC-like complex, nuclear chromatin localization	AN6694.2	2870479
AN6695	nmdA	ORF|Verified	ASPL0000002256	Protein involved in pre-mRNA stability and nonsense-mediated mRNA decay (NMD) pathway	AN6695.2	2870476
AN6696	AN6696	ORF|Uncharacterized	ASPL0000007240	Ortholog(s) have chromatin binding activity, role in cellular response to DNA damage stimulus, regulation of gene expression and nuclear chromatin, nucleus localization	AN6696.2	2870487
AN6697	sunA	ORF|Uncharacterized	ASPL0000003145	Putative Sun-family protein	AN6697.2	2870484
AN6698	AN6698	ORF|Uncharacterized	ASPL0000008098	Has domain(s) with predicted RNA binding, structural constituent of ribosome activity, role in translation and large ribosomal subunit localization	AN6698.2	2870481
AN6699	AN6699	ORF|Uncharacterized	ASPL0000004102	Ortholog(s) have mitochondrion localization	AN6699.2	2870485
AN6700	AN6700	ORF|Uncharacterized	ASPL0000007308	Has domain(s) with predicted ATP binding, ATPase activity, nucleoside-triphosphatase activity, nucleotide binding activity	AN6700.2	2870490
AN6701	AN6701	ORF|Uncharacterized	ASPL0000003259	Ortholog of A. niger CBS 513.88 : An07g02600, A. oryzae RIB40 : AO090005000427, Neosartorya fischeri NRRL 181 : NFIA_026900, Aspergillus wentii : Aspwe1_0035462 and Aspergillus versicolor : Aspve1_0056558	AN6701.2	2870488
AN6702	AN6702	ORF|Uncharacterized	ASPL0000008188	Has domain(s) with predicted hydrolase activity, acting on ester bonds activity and role in GPI anchor metabolic process, intracellular protein transport	AN6702.2	2870486
AN6703	jenB	ORF|Verified	ASPL0000004162	Short-chain carboxylic acid transporter involved in uptake of lactate, succinate, pyruvate and malate	AN6703.2	2870363
AN6704	AN6704	ORF|Uncharacterized	ASPL0000009046	Protein of unknown function	AN6704.2	2870483
AN6705	AN6705	ORF|Uncharacterized	ASPL0000005061	Ortholog(s) have DNA binding, DNA translocase activity	AN6705.2	2870489
AN6706	AN6706	ORF|Uncharacterized	ASPL0000000887	Ortholog of A. fumigatus Af293 : Afu7g05520, A. niger CBS 513.88 : An07g02350, A. oryzae RIB40 : AO090005000417, Neosartorya fischeri NRRL 181 : NFIA_026730 and Aspergillus wentii : Aspwe1_0048321	AN6706.2	2870364
AN6707	AN6707	ORF|Uncharacterized	ASPL0000005905	Ortholog(s) have double-stranded DNA-dependent ATPase activity, role in mitochondrial DNA metabolic process and mitochondrial matrix localization	AN6707.2	2870362
AN6708	pdhA	ORF|Verified	ASPL0000001752	Putative dihydrolipoamide S-acetyltransferase with a predicted role in pyruvate metabolism	AN6708.2	2870361
AN6709	hypB	ORF|Verified	ASPL0000006785	Putative ADP ribosylation factor guanine nucleotide exchange factor; Sec7-domain protein; role in hyphal morphogenesis; mutants display abnormal hyphae, hyphal tip cell death and excessive septum formation	AN6709.2	2870366
AN6710	AN6710	ORF|Uncharacterized	ASPL0000008172	Has domain(s) with predicted precorrin-2 dehydrogenase activity and role in oxidation-reduction process, siroheme biosynthetic process	AN6710.2	2870371
AN6711	prs1	ORF|Verified	ASPL0000004152	Putative ribose-phosphate pyrophosphokinase with a predicted role in histidine metabolism; mutation suppresses septation defects of sepH mutant; interacts with prs2 and prs3	AN6711.2	2870368
AN6712	pldA	ORF|Verified	ASPL0000009030	Putative phospholipase D; expression upregulated after exposure to farnesol	AN6712.2	2870370
AN6713	AN6713	ORF|Uncharacterized	ASPL0000005045	Ortholog(s) have U6 snRNA (adenine-(43)-N(6))-methyltransferase activity and role in snRNA (adenine-N6)-methylation	AN6713.2	2870365
AN6714	AN6714	ORF|Uncharacterized	ASPL0000000883	Ortholog of A. fumigatus Af293 : Afu7g05600, A. oryzae RIB40 : AO090005000429, Aspergillus wentii : Aspwe1_0167853, Aspergillus sydowii : Aspsy1_0445738 and Aspergillus terreus NIH2624 : ATET_06377	AN6714.2	2870367
AN6715	AN6715	ORF|Uncharacterized	ASPL0000005885	Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity and role in regulation of transcription, DNA-templated	AN6715.2	2870342
AN6716	AN6716	ORF|Uncharacterized	ASPL0000001744	Ortholog of A. fumigatus Af293 : Afu7g05630, A. niger CBS 513.88 : An07g02280, A. oryzae RIB40 : AO090005000425, Aspergillus wentii : Aspwe1_0099516 and Aspergillus sydowii : Aspsy1_0447108	AN6716.2	2870344
AN6717	mdhA	ORF|Verified	ASPL0000006775	Putative mitochondrial malate dehydrogenase with a predicted role in the TCA cycle; intracellular; protein abundance decreased by menadione stress	AN6717.2	2870369
AN6718	AN6718	ORF|Uncharacterized	ASPL0000002629	Has domain(s) with predicted ATP binding, nucleoside-triphosphatase activity, nucleotide binding activity	AN6718.2	2870345
AN6719	AN6719	ORF|Uncharacterized	ASPL0000007605	Ortholog of A. fumigatus Af293 : Afu7g05770, A. oryzae RIB40 : AO090005000440, Aspergillus wentii : Aspwe1_0167865, Aspergillus sydowii : Aspsy1_0049271 and Aspergillus terreus NIH2624 : ATET_06356	AN6719.2	2870346
AN6721	AN6721	ORF|Uncharacterized	ASPL0000005043	Ortholog of A. nidulans FGSC A4 : AN10795, A. fumigatus Af293 : Afu2g13300, Afu5g01480, A. niger CBS 513.88 : An16g00890 and A. oryzae RIB40 : AO090011000070, AO090026000292	AN6721.2	2870351
AN6723	dhbD	ORF|Uncharacterized	ASPL0000005881	Putative 2,3-dihydroxybenzoate carboxylyase	AN6723.2	2870348
AN6724	AN6724	ORF|Uncharacterized	ASPL0000001726	Protein of unknown function	AN6724.2	2870353
AN6725	AN6725	ORF|Uncharacterized	ASPL0000006763	Has domain(s) with predicted zinc ion binding activity	AN6725.2	2870352
AN6726	AN6726	ORF|Uncharacterized	ASPL0000002609	Ortholog(s) have role in proteasomal ubiquitin-independent protein catabolic process, proteasome-mediated ubiquitin-dependent protein catabolic process	AN6726.2	2870355
AN6727	AN6727	ORF|Uncharacterized	ASPL0000007583	Ortholog of A. nidulans FGSC A4 : AN5371, AN0386, A. fumigatus Af293 : Afu1g01610, Afu4g01060, Afu6g03180, Afu7g05880 and A. niger CBS 513.88 : An04g08650, An07g02000	AN6727.2	2870354
AN6728	AN6728	ORF|Uncharacterized	ASPL0000003569	Ortholog(s) have role in cellular response to DNA damage stimulus, double-strand break repair via homologous recombination, reciprocal meiotic recombination, regulation of reciprocal meiotic recombination	AN6728.2	2870349
AN6729	AN6729	ORF|Uncharacterized	ASPL0000008431	Has domain(s) with predicted catalytic activity, molybdenum ion binding, pyridoxal phosphate binding activity	AN6729.2	2870357
AN6730	uapC	ORF|Verified	ASPL0000000875	Low-to-moderate capacity, broad specificity purine permease; putative paralog of UapA; localized to the cell periphery, relocalizes to vacuoles in the presence of ammonium	AN6730.2	2870356
AN6731	sdeA	ORF|Verified	ASPL0000005877	Putative delta-9-stearic acid desaturase; converts palmitic acid and stearic acid to palmitoleic acid and oleic acid; null mutant has increased fatty acid content; synthetically lethal with sdeB mutation; expression reduced by farnesol	AN6731.2	2870347
AN6732	AN6732	ORF|Uncharacterized	ASPL0000001720	Predicted myosin light chain	AN6732.2	2870359
AN6733	AN6733	ORF|Uncharacterized	ASPL0000006759	Ortholog(s) have role in negative regulation of transcription by RNA polymerase II, positive regulation of transcription by RNA polymerase II, regulation of fungal-type cell wall organization and nuclear chromatin, nucleolus localization	AN6733.2	2870358
AN6734	kapF	ORF|Verified	ASPL0000002597	Karyopherin; essential nuclear receptor	AN6734.2	2870256
AN6735	AN6735	ORF|Uncharacterized	ASPL0000007577	Ortholog(s) have splicing factor binding activity and U1 snRNP, U2 snRNP, U2-type prespliceosome, U4/U6 x U5 tri-snRNP complex, U5 snRNP, post-mRNA release spliceosomal complex localization	AN6735.2	2870255
AN6736	AN6736	ORF|Uncharacterized	ASPL0000003561	Ortholog(s) have unfolded protein binding activity	AN6736.2	2870253
AN6737	AN6737	ORF|Uncharacterized	ASPL0000008427	Ortholog(s) have mitochondrion localization	AN6737.2	2870252
AN6738	nup170	ORF|Verified	ASPL0000004413	Putative nuclear pore complex protein	AN6738.2	2870257
AN6739	AN6739	ORF|Uncharacterized	ASPL0000000308	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	AN6739.2	2870254
AN6740	AN6740	ORF|Uncharacterized	ASPL0000001706	Protein of unknown function	AN6740.2	2870259
AN6741	AN6741	ORF|Uncharacterized	ASPL0000006753	Ortholog(s) have polyubiquitin modification-dependent protein binding activity	AN6741.2	2870258
AN6742	AN6742	ORF|Uncharacterized	ASPL0000002587	Has domain(s) with predicted FAD binding, carboxy-lyase activity, oxidoreductase activity and role in metabolic process	AN6742.2	2870260
AN6744	AN6744	ORF|Uncharacterized	ASPL0000003557	Ortholog of A. niger CBS 513.88 : An07g01410, Neosartorya fischeri NRRL 181 : NFIA_113290, Aspergillus wentii : Aspwe1_0023957 and Aspergillus versicolor : Aspve1_0056607	AN6744.2	2870261
AN6745	AN6745	ORF|Uncharacterized	ASPL0000008421	Has domain(s) with predicted oxidoreductase activity, oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor activity and role in oxidation-reduction process	AN6745.2	2870262
AN6746	AN6746	ORF|Uncharacterized	ASPL0000004407	Has domain(s) with predicted ferrous iron binding, oxidoreductase activity and role in cellular aromatic compound metabolic process	AN6746.2	2870263
AN6747	AN6747	ORF|Uncharacterized	ASPL0000000296	Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	AN6747.2	2870242
AN6748	plyG	ORF|Uncharacterized	ASPL0000005315	Putative pectate lyase with a predicted role in pectin degradation	AN6748.2	2870360
AN6749	llmF	ORF|Verified	ASPL0000001156	Putative LaeA-like methyltransferase; negative regulator of sterigmatocystin production and sexual development	AN6749.2	2870245
AN6750	AN6750	ORF|Uncharacterized	ASPL0000002577	Has domain(s) with predicted FAD binding, oxidoreductase activity and role in metabolic process	AN6750.2	2870247
AN6751	AN6751	ORF|Uncharacterized	ASPL0000007563	Has domain(s) with predicted hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process	AN6751.2	2870246
AN6752	aoxA	ORF|Verified	ASPL0000003549	Putative multifunctional enzyme with a predicted role in fatty acid degradation; required for beta-oxidation	AN6752.2	2870244
AN6753	AN6753	ORF|Verified	ASPL0000008419	Putative NADH-dependent flavin oxidoreductase; menadione stress-induced protein	AN6753.2	2870248
AN6754	AN6754	ORF|Uncharacterized	ASPL0000004401	Predicted glycosylphosphatidylinositol (GPI)-anchored protein	AN6754.2	2870243
AN6755	AN6755	ORF|Uncharacterized	ASPL0000000286	Putative acyl-coA dehydrogenase	AN6755.2	2870251
AN6756	AN6756	ORF|Uncharacterized	ASPL0000005313	Has domain(s) with predicted 2 iron, 2 sulfur cluster binding, iron ion binding, oxidoreductase activity and role in cellular aromatic compound metabolic process, oxidation-reduction process	AN6756.2	2870249
AN6757	AN6757	ORF|Uncharacterized	ASPL0000001128	Has domain(s) with predicted role in transmembrane transport and membrane localization	AN6757.2	2870250
AN6758	ffkJ	ORF|Uncharacterized	ASPL0000006158	Has domain(s) with predicted ATP binding, protein kinase activity, protein tyrosine kinase activity and role in protein phosphorylation	AN6758.2	2870287
AN6759	AN6759	ORF|Uncharacterized	ASPL0000001994	Protein of unknown function	AN6759.2	2870288
AN6760	AN6760	ORF|Uncharacterized	ASPL0000003547	Ortholog of A. nidulans FGSC A4 : AN8527, A. fumigatus Af293 : Afu4g01400, Afu5g02670, Afu5g14240 and A. niger CBS 513.88 : An07g09050, An08g09630	AN6760.2	2870292
