geneId	position	strand	description
B9J08_004530	scaffold00006:144410-144889	+	hypothetical protein
B9J08_004531	scaffold00006:145351-146616	-	agmatinase
B9J08_004532	scaffold00006:147721-149847	+	hypothetical protein
B9J08_004533	scaffold00006:150042-151700	-	hypothetical protein
B9J08_004534	scaffold00006:153212-154732	+	hypothetical protein
B9J08_004535	scaffold00006:155287-156765	-	hypothetical protein
B9J08_004536	scaffold00006:157386-158930	-	hypothetical protein
B9J08_004537	scaffold00006:159520-162240	-	OPT family small oligopeptide transporter
B9J08_004538	scaffold00006:163467-166196	-	OPT family small oligopeptide transporter
B9J08_004539	scaffold00006:167373-168908	+	hypothetical protein
B9J08_004540	scaffold00006:169555-175446	+	hypothetical protein
B9J08_004541	scaffold00006:175964-178516	+	hypothetical protein
B9J08_004542	scaffold00006:178535-179206	-	hypothetical protein
B9J08_004543	scaffold00006:179366-179989	-	hypothetical protein
B9J08_004544	scaffold00006:180547-183291	-	OPT family small oligopeptide transporter
B9J08_004545	scaffold00006:184797-187520	-	OPT family small oligopeptide transporter
B9J08_004546	scaffold00006:192665-193042	+	hypothetical protein
B9J08_004547	scaffold00006:193189-194547	+	hypothetical protein
B9J08_004548	scaffold00006:195136-196743	+	hypothetical protein
B9J08_004549	scaffold00006:197511-200168	+	hypothetical protein
B9J08_004550	scaffold00006:201017-202525	+	glucose-6-phosphate 1-dehydrogenase
B9J08_004551	scaffold00006:204789-206102	-	hypothetical protein
B9J08_004552	scaffold00006:207438-208814	-	hypothetical protein
B9J08_004553	scaffold00006:210647-212077	+	hypothetical protein
B9J08_004554	scaffold00006:212970-215804	+	hypothetical protein
B9J08_004555	scaffold00006:215886-217037	-	hypothetical protein
B9J08_004556	scaffold00006:217487-218172	-	hypothetical protein
B9J08_004557	scaffold00006:218259-221894	-	hypothetical protein
B9J08_004558	scaffold00006:222202-223521	-	hypothetical protein
B9J08_004559	scaffold00006:225987-226520	+	hypothetical protein
B9J08_004560	scaffold00006:228348-231077	+	OPT family small oligopeptide transporter
B9J08_004561	scaffold00006:234268-235377	+	glutamine synthetase
B9J08_004562	scaffold00006:237943-240252	+	OPT family small oligopeptide transporter
B9J08_004563	scaffold00006:240867-240938	+	tRNA-His
B9J08_004564	scaffold00006:241014-242267	+	hypothetical protein
B9J08_004565	scaffold00006:244247-245620	-	hypothetical protein
B9J08_004566	scaffold00006:246995-249121	+	hypothetical protein
B9J08_004567	scaffold00006:249173-249437	-	hypothetical protein
B9J08_004568	scaffold00006:249567-250553	+	hypothetical protein
B9J08_004569	scaffold00006:250769-251221	-	prefoldin%2C alpha subunit
B9J08_004570	scaffold00006:252361-252627	-	hypothetical protein
B9J08_004571	scaffold00006:252755-254620	-	hypothetical protein
B9J08_004572	scaffold00006:255085-256719	+	hypothetical protein
B9J08_004573	scaffold00006:256804-258489	-	hypothetical protein
B9J08_004574	scaffold00006:260405-261763	+	60S ribosomal protein L7
B9J08_004575	scaffold00006:261874-262839	-	hypothetical protein
B9J08_004576	scaffold00006:262911-269114	-	hypothetical protein
B9J08_004577	scaffold00006:271511-271942	-	hypothetical protein
B9J08_004578	scaffold00006:275263-277299	+	hypothetical protein
B9J08_004579	scaffold00006:278616-279992	+	elongation factor 1-alpha 2
B9J08_004580	scaffold00006:280491-281201	+	hypothetical protein
B9J08_004581	scaffold00006:281379-282023	-	hypothetical protein
B9J08_004582	scaffold00006:288286-290106	+	hypothetical protein
B9J08_004583	scaffold00006:291296-292255	+	hypothetical protein
B9J08_004584	scaffold00006:292445-294019	+	hypothetical protein
B9J08_004585	scaffold00006:294686-296062	+	hypothetical protein
B9J08_004586	scaffold00006:296359-297426	-	hypothetical protein
B9J08_004587	scaffold00006:297593-298930	-	farnesyl-diphosphate farnesyltransferase
B9J08_004588	scaffold00006:299538-300527	-	hypothetical protein
B9J08_004589	scaffold00006:301312-301998	+	hypothetical protein
B9J08_004590	scaffold00006:302058-303314	-	hypothetical protein
B9J08_004591	scaffold00006:305551-306453	+	mitochondrial DNA replication protein YHM2
B9J08_004592	scaffold00006:306545-307876	-	hypothetical protein
B9J08_004593	scaffold00006:310149-312083	+	sodium/hydrogen exchanger 3
B9J08_004594	scaffold00006:312171-314120	-	hypothetical protein
B9J08_004595	scaffold00006:314326-315246	-	hypothetical protein
B9J08_004596	scaffold00006:315337-317034	-	hypothetical protein
B9J08_004597	scaffold00006:317598-318575	+	hypothetical protein
B9J08_004598	scaffold00006:318988-320322	+	hypothetical protein
B9J08_004599	scaffold00006:320447-320788	+	hypothetical protein
B9J08_004600	scaffold00006:321018-322058	-	hypothetical protein
B9J08_004601	scaffold00006:324215-326803	+	ribonucleoside-diphosphate reductase large chain 1
B9J08_004602	scaffold00006:327986-330316	+	OPT family small oligopeptide transporter
B9J08_004603	scaffold00006:330955-333027	+	hypothetical protein
B9J08_004604	scaffold00006:333144-334088	+	hypothetical protein
B9J08_004605	scaffold00006:334167-335405	-	septin CDC11
B9J08_004606	scaffold00006:337006-338496	+	hypothetical protein
B9J08_004607	scaffold00006:338592-339874	-	hypothetical protein
B9J08_004608	scaffold00006:342770-344446	+	vacuolar protein 8
B9J08_004609	scaffold00006:344595-346007	-	hypothetical protein
B9J08_004610	scaffold00006:346323-347339	-	cytosolic Fe-S cluster assembly factor NBP35
B9J08_004611	scaffold00006:347482-351525	-	hypothetical protein
B9J08_004612	scaffold00006:351710-353203	-	hypothetical protein
B9J08_004613	scaffold00006:353246-354748	-	hypothetical protein
B9J08_004614	scaffold00006:355347-356327	-	hypothetical protein
B9J08_004615	scaffold00006:358173-358727	+	hypothetical protein
B9J08_004616	scaffold00006:359957-361102	+	hypothetical protein
B9J08_004617	scaffold00006:361637-363679	+	hypothetical protein
B9J08_004618	scaffold00006:363927-365411	+	cystathionine beta-synthase
B9J08_004619	scaffold00006:365526-366407	-	transcription elongation factor S-II
B9J08_004620	scaffold00006:366888-367604	+	hypothetical protein
B9J08_004621	scaffold00006:370222-371502	+	hypothetical protein
B9J08_004622	scaffold00006:371996-372964	+	hypothetical protein
B9J08_004623	scaffold00006:373835-374968	+	hypothetical protein
B9J08_004624	scaffold00006:375385-378675	+	hypothetical protein
B9J08_004625	scaffold00006:378761-379546	-	ribosome biogenesis protein NSA2
B9J08_004626	scaffold00006:380726-381787	+	hypothetical protein
B9J08_004627	scaffold00006:382078-384222	-	hypothetical protein
B9J08_004628	scaffold00006:385569-386714	-	hypothetical protein
B9J08_004629	scaffold00006:389810-390994	-	hypothetical protein
B9J08_004630	scaffold00006:392331-393713	+	hypothetical protein
B9J08_004631	scaffold00006:393924-394730	+	hypothetical protein
B9J08_004632	scaffold00006:395338-396636	+	hypothetical protein
B9J08_004633	scaffold00006:396780-398924	-	hypothetical protein
B9J08_004634	scaffold00006:401141-402517	-	hypothetical protein
B9J08_004635	scaffold00006:403584-403981	+	cytochrome c oxidase assembly protein COX19
B9J08_004636	scaffold00006:404109-408516	-	hypothetical protein
B9J08_004637	scaffold00006:408778-410202	-	hypothetical protein
B9J08_004638	scaffold00006:412385-414280	-	hypothetical protein
B9J08_004639	scaffold00006:418252-420213	+	hypothetical protein
B9J08_004640	scaffold00006:422477-423628	+	hypothetical protein
B9J08_004641	scaffold00006:424139-424540	-	hypothetical protein
B9J08_004642	scaffold00006:424956-426959	+	hypothetical protein
B9J08_004643	scaffold00006:426992-428413	-	hypothetical protein
B9J08_004644	scaffold00006:428529-429986	-	hypothetical protein
B9J08_004645	scaffold00006:431103-432836	+	hypothetical protein
B9J08_004646	scaffold00006:432964-433737	+	hypothetical protein
B9J08_004647	scaffold00006:433984-434475	-	ubiquitin-conjugating enzyme E2 2
B9J08_004648	scaffold00006:434830-436461	-	hypothetical protein
B9J08_004649	scaffold00006:437298-439292	-	hypothetical protein
B9J08_004650	scaffold00006:441847-443934	+	hypothetical protein
B9J08_004651	scaffold00006:444011-447136	-	hypothetical protein
B9J08_004652	scaffold00006:448462-450744	+	hypothetical protein
B9J08_004653	scaffold00006:450904-452146	-	hypothetical protein
B9J08_004654	scaffold00006:452357-453463	-	hypothetical protein
B9J08_004655	scaffold00006:454119-454628	+	hypothetical protein
B9J08_004656	scaffold00006:454793-456124	-	hypothetical protein
B9J08_004657	scaffold00006:459893-461092	+	hypothetical protein
B9J08_004658	scaffold00006:461581-462120	+	hypothetical protein
B9J08_004659	scaffold00006:463131-464639	+	hypothetical protein
B9J08_004660	scaffold00006:464700-465668	-	hypothetical protein
B9J08_004661	scaffold00006:465815-468565	-	hypothetical protein
B9J08_004662	scaffold00006:471812-473674	+	hypothetical protein
B9J08_004663	scaffold00006:473698-474729	-	hypothetical protein
B9J08_004664	scaffold00006:475256-475327	+	tRNA-Thr
B9J08_004665	scaffold00006:475440-476702	-	hypothetical protein
B9J08_004666	scaffold00006:476986-478062	+	hypothetical protein
B9J08_004667	scaffold00006:478144-478383	-	hypothetical protein
B9J08_004668	scaffold00006:479629-480129	+	hypothetical protein
B9J08_004669	scaffold00006:480392-481123	+	hypothetical protein
B9J08_004670	scaffold00006:481142-484609	-	hypothetical protein
B9J08_004671	scaffold00006:485611-487218	-	hypothetical protein
B9J08_004672	scaffold00006:488001-488655	+	40S ribosomal protein S22
B9J08_004673	scaffold00006:488857-490216	+	hypothetical protein
B9J08_004674	scaffold00006:490239-492179	-	hypothetical protein
B9J08_004675	scaffold00006:493738-495048	+	hypothetical protein
B9J08_004676	scaffold00006:495484-497235	-	hypothetical protein
B9J08_004677	scaffold00006:498753-500273	-	hypothetical protein
B9J08_004678	scaffold00006:500546-501184	+	hypothetical protein
B9J08_004679	scaffold00006:501344-504940	+	hypothetical protein
B9J08_004680	scaffold00006:504953-505888	-	hypothetical protein
B9J08_004681	scaffold00006:506039-506974	+	hypothetical protein
B9J08_004682	scaffold00006:508522-509829	-	arginine biosynthesis ArgJ%2C mitochondrial
B9J08_004683	scaffold00006:510528-510968	+	hypothetical protein
B9J08_004684	scaffold00006:511104-513029	-	hypothetical protein
B9J08_004685	scaffold00006:514336-515563	-	DNA-binding protein%2C 42 kDa
B9J08_004686	scaffold00006:515828-518029	+	hypothetical protein
B9J08_004687	scaffold00006:518253-521102	+	hypothetical protein
B9J08_004688	scaffold00006:521134-521946	-	hypothetical protein
B9J08_004689	scaffold00006:522263-522721	+	H/ACA ribonucleoprotein complex subunit 2
B9J08_004690	scaffold00006:522796-524475	-	hypothetical protein
B9J08_004691	scaffold00006:526172-527440	+	hypothetical protein
B9J08_004692	scaffold00006:528025-529791	+	hypothetical protein
B9J08_004693	scaffold00006:531806-533173	-	hypothetical protein
B9J08_004694	scaffold00006:533652-534113	-	hypothetical protein
B9J08_004695	scaffold00006:536908-537582	-	hypothetical protein
B9J08_004696	scaffold00006:537740-539290	+	threonine synthase
B9J08_004697	scaffold00006:539293-540300	-	hypothetical protein
B9J08_004698	scaffold00006:542987-543799	+	hypothetical protein
B9J08_004699	scaffold00006:544478-544993	-	40S ribosomal protein S25-B
B9J08_004700	scaffold00006:545040-546026	+	hypothetical protein
B9J08_004701	scaffold00006:546079-547497	-	chaperone DnaJ
B9J08_004702	scaffold00006:547662-549224	-	acetyl-CoA hydrolase
B9J08_004703	scaffold00006:549859-551319	-	hypothetical protein
B9J08_004704	scaffold00006:551855-552856	-	hypothetical protein
B9J08_004705	scaffold00006:553690-554613	+	hypothetical protein
B9J08_004706	scaffold00006:554925-556181	+	protoheme IX farnesyltransferase
B9J08_004707	scaffold00006:558577-560955	+	hypothetical protein
B9J08_004708	scaffold00006:562394-563011	+	hypothetical protein
B9J08_004709	scaffold00006:564201-566240	-	hypothetical protein
B9J08_004710	scaffold00006:566641-567501	-	hypothetical protein
B9J08_004711	scaffold00006:568824-569315	+	hypothetical protein
B9J08_004712	scaffold00006:569370-571925	-	hypothetical protein
B9J08_004713	scaffold00006:572529-572602	-	tRNA-Val
B9J08_004714	scaffold00006:572766-573545	+	proliferating cell nuclear antigen (pcna)
B9J08_004715	scaffold00006:575439-576809	-	hypothetical protein
B9J08_004716	scaffold00006:577060-578148	+	hypothetical protein
B9J08_004717	scaffold00006:578205-579110	-	hypothetical protein
B9J08_004718	scaffold00006:580531-584190	+	hypothetical protein
B9J08_004719	scaffold00006:584302-585876	+	hypothetical protein
B9J08_004720	scaffold00006:586172-588307	+	hypothetical protein
B9J08_004721	scaffold00006:588508-590547	+	hypothetical protein
B9J08_004722	scaffold00006:590887-591900	+	hypothetical protein
B9J08_004723	scaffold00006:592631-593116	+	hypothetical protein
B9J08_004724	scaffold00006:593738-593810	+	tRNA-Met
B9J08_004725	scaffold00006:594358-596302	+	hypothetical protein
B9J08_004726	scaffold00006:596708-600040	+	hypothetical protein
B9J08_004727	scaffold00006:600063-601262	-	hypothetical protein
B9J08_004728	scaffold00006:601775-602929	+	hypothetical protein
B9J08_004729	scaffold00006:603024-608495	-	hypothetical protein
B9J08_004730	scaffold00006:609987-611630	+	lysine-tRNA ligase
B9J08_004731	scaffold00006:612095-614494	+	hypothetical protein
B9J08_004732	scaffold00006:614968-615603	+	hypothetical protein
B9J08_004733	scaffold00006:615632-616291	-	hypothetical protein
B9J08_004734	scaffold00006:616418-619822	-	hypothetical protein
B9J08_004735	scaffold00006:620478-621386	+	hypothetical protein
B9J08_004736	scaffold00006:621639-622631	+	ribonuclease HII
B9J08_004737	scaffold00006:623479-624936	+	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase
B9J08_004738	scaffold00006:625121-626527	+	hypothetical protein
B9J08_004739	scaffold00006:626837-627463	+	septum formation protein Maf
B9J08_004740	scaffold00006:627885-628598	+	hypothetical protein
B9J08_004741	scaffold00006:629062-629739	+	hypothetical protein
B9J08_004742	scaffold00006:631297-631686	+	hypothetical protein
B9J08_004743	scaffold00006:631851-632654	-	hypothetical protein
B9J08_004744	scaffold00006:633278-634987	+	hypothetical protein
B9J08_004745	scaffold00006:635099-636130	+	hypothetical protein
B9J08_004746	scaffold00006:636376-637446	+	hypothetical protein
B9J08_004747	scaffold00006:638079-639593	+	histone deacetylase RPD3
B9J08_004748	scaffold00006:640156-641415	+	hypothetical protein
B9J08_004749	scaffold00006:643040-645724	+	hypothetical protein
B9J08_004750	scaffold00006:645837-647573	-	hypothetical protein
B9J08_004751	scaffold00006:648062-648691	-	hypothetical protein
B9J08_004752	scaffold00006:648882-649172	+	hypothetical protein
B9J08_004753	scaffold00006:650162-650833	+	NADH-ubiquinone oxidoreductase 19.3 kDa subunit%2C mitochondrial
B9J08_004754	scaffold00006:652521-652931	+	histone
B9J08_004755	scaffold00006:654542-655810	+	hypothetical protein
B9J08_004756	scaffold00006:656226-657989	-	hypothetical protein
B9J08_004757	scaffold00006:659726-663415	+	hypothetical protein
B9J08_004758	scaffold00006:663496-664248	+	hypothetical protein
B9J08_004759	scaffold00006:664381-664843	+	ER-derived vesicles protein ERV14
B9J08_004760	scaffold00006:664988-666350	-	hypothetical protein
B9J08_004761	scaffold00006:667604-668035	-	hypothetical protein
B9J08_004762	scaffold00006:668352-670220	-	hypothetical protein
B9J08_004763	scaffold00006:671308-672111	+	hypothetical protein
B9J08_004764	scaffold00006:672147-673460	-	glutamate-5-semialdehyde dehydrogenase
B9J08_004765	scaffold00006:674023-675324	-	hypothetical protein
B9J08_004766	scaffold00006:677762-681742	+	hypothetical protein
B9J08_004767	scaffold00006:681882-683432	+	hypothetical protein
B9J08_004768	scaffold00006:684481-689988	+	hypothetical protein
B9J08_004769	scaffold00006:690058-691203	-	polyubiquitin
B9J08_004770	scaffold00006:692477-693188	-	hypothetical protein
B9J08_004771	scaffold00006:695175-696953	+	hypothetical protein
B9J08_004772	scaffold00006:697325-698854	+	hypothetical protein
B9J08_004773	scaffold00006:699272-701752	+	hypothetical protein
B9J08_004774	scaffold00006:702885-704057	+	hypothetical protein
B9J08_004775	scaffold00006:704874-706634	+	hypothetical protein
B9J08_004776	scaffold00006:706696-708372	-	hypothetical protein
B9J08_004777	scaffold00006:709367-709870	+	hypothetical protein
B9J08_004778	scaffold00006:710034-711056	-	hypothetical protein
B9J08_004779	scaffold00006:711478-713460	-	hypothetical protein
B9J08_004780	scaffold00006:713983-715182	-	hypothetical protein
B9J08_004781	scaffold00006:715411-717747	-	3-isopropylmalate dehydratase
B9J08_004782	scaffold00006:719500-722151	+	hypothetical protein
B9J08_004783	scaffold00006:723336-725987	+	hypothetical protein
B9J08_004784	scaffold00006:726081-728408	-	hypothetical protein
B9J08_004785	scaffold00006:730355-732646	+	hypothetical protein
